tahun,bulan,jenis_komoditas,nama_komoditas,nilai_ekspor
2013,"Februari","Hasil industri","Produk logam dasar ",794484
2013,"Februari","Hasil industri","Karet olahan ",798523
2013,"Februari","Hasil industri","Kertas dan barang dari kertas",306668
2013,"Februari","Hasil industri","Makanan olahan",387195
2013,"Februari","Hasil industri","Bahan kimia",292344
2013,"Februari","Hasil industri","Produk kayu olahan",269250
2013,"Februari","Hasil industri","Alas kaki",277414
2013,"Februari","Hasil industri","Damar tiruan, bahan plastik",202788
2013,"Februari","Hasil industri","Furnitur",143256
2013,"Februari","Hasil industri","Kapal laut dan sejenisnya",32570
2013,"Februari","Hasil industri","Bahan kertas",145003
2013,"Februari","Hasil industri","Suku cadang kendaraan",132963
2013,"Februari","Hasil industri","Kendaraan bermotor roda 4 dan lebih",209426
2013,"Februari","Hasil industri","Emas batangan",103573
2013,"Februari","Hasil industri","Suku cadang mesin",55915
2013,"Februari","Hasil industri","Asam berlemak",126256
2013,"Februari","Hasil industri","Komputer dan bagiannya",45896
2013,"Februari","Hasil industri","Sabun mandi dan cuci",73334
2013,"Februari","Hasil industri","Minyak atsiri dan lainnya",41369
2013,"Februari","Hasil industri","Gelas dan barang dari gelas",34302
2013,"Februari","Hasil industri","Pupuk",61370
2013,"Februari","Hasil industri","Perlengkapan olahraga",33272
2013,"Februari","Hasil industri","Produk keramik",26187
2013,"Februari","Hasil industri","Makanan ternak",58031
2013,"Februari","Hasil industri","Margarin dan lemak lainnya",55208
2013,"Februari","Hasil industri","Produk farmasi",33052
2013,"Februari","Hasil industri","Barang dari logam mulia",11397
2013,"Februari","Hasil industri","Kulit dan barang dari kulit",18445
2013,"Februari","Hasil industri","Preparat pembasmi kuman",33317
2013,"Februari","Hasil industri","Pesawat udara dan bagiannya",6035
2013,"Februari","Hasil industri","Bahan celup organik sintetik",11793
2013,"Februari","Hasil industri","Semen",1800
2013,"Februari","Hasil industri","Kendaraan bermotor roda 2 dan 3",7473
2013,"Februari","Hasil industri","Barang anyaman",6135
2013,"Februari","Hasil industri","Rotan olahan",19
2013,"Februari","Hasil industri","Peti kemas",1528
2013,"Februari","Hasil industri","Gliserol dan larutan alkali",4150
2013,"Februari","Hasil industri","Hasil industri lainnya",931907
2013,"Februari","Hasil pertambangan dan sektor lainnya","Batubara",1913804
2013,"Februari","Hasil pertambangan dan sektor lainnya","Biji tembaga",161704
2013,"Februari","Hasil pertambangan dan sektor lainnya","Biji nikel",153109
2013,"Februari","Hasil pertambangan dan sektor lainnya","Bauksit",74769
2013,"Februari","Hasil pertambangan dan sektor lainnya","Granit",0
2013,"Februari","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",49311
2013,"Februari","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",2474
2013,"Februari","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",68304
2013,"Maret","Hasil pertanian","Biji coklat",33978
2013,"Maret","Hasil pertanian","Udang",110365
2013,"Maret","Hasil pertanian","Biji kopi",80295
2013,"Maret","Hasil pertanian","Ikan dan lain-lain",84928
2013,"Maret","Hasil pertanian","Rempah-rempah",31636
2013,"Maret","Hasil pertanian","Teh",12230
2013,"Maret","Hasil pertanian","Bahan nabati",12708
2013,"Maret","Hasil pertanian","Buah-buahan",16327
2013,"Maret","Hasil pertanian","Tembakau",11180
2013,"Maret","Hasil pertanian","Sayur-sayuran",3327
2013,"Maret","Hasil pertanian","Damar dan getah damar",6191
2013,"Maret","Hasil pertanian","Karet alam",1015
2013,"Maret","Hasil pertanian","Hasil pertanian lainnya",30183
2013,"Maret","Hasil industri","Minyak sawit",1084755
2013,"Maret","Hasil industri","Tekstil dan produk tekstil",1064686
2013,"Maret","Hasil industri","Peralatan listrik, alat ukur dan optik",947765
2013,"Maret","Hasil industri","Produk logam dasar ",727060
2013,"Maret","Hasil industri","Karet olahan ",884527
2013,"Maret","Hasil industri","Kertas dan barang dari kertas",311384
2013,"Maret","Hasil industri","Makanan olahan",426049
2013,"Maret","Hasil industri","Bahan kimia",292087
2013,"Maret","Hasil industri","Produk kayu olahan",289083
2013,"Maret","Hasil industri","Alas kaki",276315
2013,"Maret","Hasil industri","Damar tiruan, bahan plastik",210852
2013,"Maret","Hasil industri","Furnitur",151097
2013,"Maret","Hasil industri","Kapal laut dan sejenisnya",31157
2013,"Maret","Hasil industri","Bahan kertas",133342
2013,"Maret","Hasil industri","Suku cadang kendaraan",140837
2013,"Maret","Hasil industri","Kendaraan bermotor roda 4 dan lebih",210409
2013,"Maret","Hasil industri","Emas batangan",125288
2013,"Maret","Hasil industri","Suku cadang mesin",49935
2013,"Maret","Hasil industri","Asam berlemak",136471
2013,"Maret","Hasil industri","Komputer dan bagiannya",51221
2013,"Maret","Hasil industri","Sabun mandi dan cuci",74649
2013,"Maret","Hasil industri","Minyak atsiri dan lainnya",48328
2013,"Maret","Hasil industri","Gelas dan barang dari gelas",34654
2013,"Maret","Hasil industri","Pupuk",50234
2013,"Maret","Hasil industri","Perlengkapan olahraga",38788
2013,"Maret","Hasil industri","Produk keramik",27778
2013,"Maret","Hasil industri","Makanan ternak",54504
2013,"Maret","Hasil industri","Margarin dan lemak lainnya",52765
2013,"Maret","Hasil industri","Produk farmasi",35927
2013,"Maret","Hasil industri","Barang dari logam mulia",10479
2013,"Maret","Hasil industri","Kulit dan barang dari kulit",22529
2013,"Maret","Hasil industri","Preparat pembasmi kuman",30419
2013,"Maret","Hasil industri","Pesawat udara dan bagiannya",33366
2013,"Maret","Hasil industri","Bahan celup organik sintetik",12798
2013,"Maret","Hasil industri","Semen",2420
2013,"Maret","Hasil industri","Kendaraan bermotor roda 2 dan 3",6554
2013,"Maret","Hasil industri","Barang anyaman",7011
2013,"Maret","Hasil industri","Rotan olahan",49
2013,"Maret","Hasil industri","Peti kemas",800
2013,"Maret","Hasil industri","Gliserol dan larutan alkali",9131
2013,"Maret","Hasil industri","Hasil industri lainnya",954898
2013,"Maret","Hasil pertambangan dan sektor lainnya","Batubara",2263080
2013,"Maret","Hasil pertambangan dan sektor lainnya","Biji tembaga",156406
2013,"Maret","Hasil pertambangan dan sektor lainnya","Biji nikel",167402
2013,"Maret","Hasil pertambangan dan sektor lainnya","Bauksit",96974
2013,"Maret","Hasil pertambangan dan sektor lainnya","Granit",0
2013,"Maret","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",55897
2013,"Maret","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",577
2013,"Maret","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",71950
2013,"April","Hasil pertanian","Biji coklat",32246
2013,"April","Hasil pertanian","Udang",120219
2013,"April","Hasil pertanian","Biji kopi",91557
2013,"April","Hasil pertanian","Ikan dan lain-lain",88721
2013,"April","Hasil pertanian","Rempah-rempah",32260
2013,"April","Hasil pertanian","Teh",10919
2013,"April","Hasil pertanian","Bahan nabati",14718
2013,"April","Hasil pertanian","Buah-buahan",16884
2013,"April","Hasil pertanian","Tembakau",10025
2013,"April","Hasil pertanian","Sayur-sayuran",3299
2013,"April","Hasil pertanian","Damar dan getah damar",3994
2013,"April","Hasil pertanian","Karet alam",1278
2013,"April","Hasil pertanian","Hasil pertanian lainnya",29646
2013,"April","Hasil industri","Minyak sawit",1187749
2013,"April","Hasil industri","Tekstil dan produk tekstil",1045229
2013,"April","Hasil industri","Peralatan listrik, alat ukur dan optik",859405
2013,"April","Hasil industri","Produk logam dasar ",746670
2013,"April","Hasil industri","Karet olahan ",849954
2013,"April","Hasil industri","Kertas dan barang dari kertas",316309
2013,"April","Hasil industri","Makanan olahan",423681
2013,"April","Hasil industri","Bahan kimia",282798
2013,"April","Hasil industri","Produk kayu olahan",313061
2013,"April","Hasil industri","Alas kaki",327383
2013,"April","Hasil industri","Damar tiruan, bahan plastik",211664
2013,"April","Hasil industri","Furnitur",149160
2013,"April","Hasil industri","Kapal laut dan sejenisnya",14831
2013,"April","Hasil industri","Bahan kertas",145297
2013,"April","Hasil industri","Suku cadang kendaraan",143482
2013,"April","Hasil industri","Kendaraan bermotor roda 4 dan lebih",222398
2013,"April","Hasil industri","Emas batangan",95443
2013,"April","Hasil industri","Suku cadang mesin",53335
2013,"April","Hasil industri","Asam berlemak",123414
2013,"April","Hasil industri","Komputer dan bagiannya",47141
2013,"April","Hasil industri","Sabun mandi dan cuci",81314
2013,"April","Hasil industri","Minyak atsiri dan lainnya",52374
2013,"April","Hasil industri","Gelas dan barang dari gelas",39031
2013,"April","Hasil industri","Pupuk",55043
2013,"April","Hasil industri","Perlengkapan olahraga",44687
2013,"April","Hasil industri","Produk keramik",28512
2013,"April","Hasil industri","Makanan ternak",53523
2013,"April","Hasil industri","Margarin dan lemak lainnya",51312
2013,"April","Hasil industri","Produk farmasi",34990
2013,"April","Hasil industri","Barang dari logam mulia",14308
2013,"April","Hasil industri","Kulit dan barang dari kulit",18507
2013,"April","Hasil industri","Preparat pembasmi kuman",40023
2013,"April","Hasil industri","Pesawat udara dan bagiannya",5793
2013,"April","Hasil industri","Bahan celup organik sintetik",15765
2013,"April","Hasil industri","Semen",2057
2013,"April","Hasil industri","Kendaraan bermotor roda 2 dan 3",6510
2013,"April","Hasil industri","Barang anyaman",7115
2013,"April","Hasil industri","Rotan olahan",205
2013,"April","Hasil industri","Peti kemas",773
2013,"April","Hasil industri","Gliserol dan larutan alkali",6400
2013,"April","Hasil industri","Hasil industri lainnya",880640
2013,"April","Hasil pertambangan dan sektor lainnya","Batubara",2195959
2013,"April","Hasil pertambangan dan sektor lainnya","Biji tembaga",318472
2013,"April","Hasil pertambangan dan sektor lainnya","Biji nikel",115656
2013,"April","Hasil pertambangan dan sektor lainnya","Bauksit",107121
2013,"April","Hasil pertambangan dan sektor lainnya","Granit",0
2013,"April","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",54527
2013,"April","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",681
2013,"April","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",91506
2013,"Mei","Hasil pertanian","Biji coklat",37502
2013,"Mei","Hasil pertanian","Udang",114672
2013,"Mei","Hasil pertanian","Biji kopi",101841
2013,"Mei","Hasil pertanian","Ikan dan lain-lain",99872
2013,"Mei","Hasil pertanian","Rempah-rempah",28147
2013,"Mei","Hasil pertanian","Teh",9414
2013,"Mei","Hasil pertanian","Bahan nabati",13163
2013,"Mei","Hasil pertanian","Buah-buahan",16951
2013,"Mei","Hasil pertanian","Tembakau",9299
2013,"Mei","Hasil pertanian","Sayur-sayuran",4064
2013,"Mei","Hasil pertanian","Damar dan getah damar",8970
2013,"Mei","Hasil pertanian","Karet alam",1403
2013,"Mei","Hasil pertanian","Hasil pertanian lainnya",33989
2013,"Mei","Hasil industri","Minyak sawit",1480382
2013,"Mei","Hasil industri","Tekstil dan produk tekstil",1140891
2013,"Mei","Hasil industri","Peralatan listrik, alat ukur dan optik",872177
2013,"Mei","Hasil industri","Produk logam dasar ",754946
2013,"Mei","Hasil industri","Karet olahan ",833552
2013,"Mei","Hasil industri","Kertas dan barang dari kertas",332225
2013,"Mei","Hasil industri","Makanan olahan",444667
2013,"Mei","Hasil industri","Bahan kimia",313597
2013,"Mei","Hasil industri","Produk kayu olahan",305133
2013,"Mei","Hasil industri","Alas kaki",394757
2013,"Mei","Hasil industri","Damar tiruan, bahan plastik",221518
2013,"Mei","Hasil industri","Furnitur",152429
2013,"Mei","Hasil industri","Kapal laut dan sejenisnya",172815
2013,"Mei","Hasil industri","Bahan kertas",145370
2013,"Mei","Hasil industri","Suku cadang kendaraan",143815
2013,"Mei","Hasil industri","Kendaraan bermotor roda 4 dan lebih",203488
2013,"Mei","Hasil industri","Emas batangan",95120
2013,"Mei","Hasil industri","Suku cadang mesin",57165
2013,"Mei","Hasil industri","Asam berlemak",146136
2013,"Mei","Hasil industri","Komputer dan bagiannya",51363
2013,"Mei","Hasil industri","Sabun mandi dan cuci",84279
2013,"Mei","Hasil industri","Minyak atsiri dan lainnya",54755
2013,"Mei","Hasil industri","Gelas dan barang dari gelas",36003
2013,"Mei","Hasil industri","Pupuk",97457
2013,"Mei","Hasil industri","Perlengkapan olahraga",51969
2013,"Mei","Hasil industri","Produk keramik",27806
2013,"Mei","Hasil industri","Makanan ternak",63056
2013,"Mei","Hasil industri","Margarin dan lemak lainnya",42812
2013,"Mei","Hasil industri","Produk farmasi",37904
2013,"Mei","Hasil industri","Barang dari logam mulia",13944
2013,"Mei","Hasil industri","Kulit dan barang dari kulit",21234
2013,"Mei","Hasil industri","Preparat pembasmi kuman",21242
2013,"Mei","Hasil industri","Pesawat udara dan bagiannya",5290
2013,"Mei","Hasil industri","Bahan celup organik sintetik",15263
2013,"Mei","Hasil industri","Semen",4437
2013,"Mei","Hasil industri","Kendaraan bermotor roda 2 dan 3",6936
2013,"Mei","Hasil industri","Barang anyaman",7245
2013,"Mei","Hasil industri","Rotan olahan",127
2013,"Mei","Hasil industri","Peti kemas",1281
2013,"Mei","Hasil industri","Gliserol dan larutan alkali",6018
2013,"Mei","Hasil industri","Hasil industri lainnya",994204
2013,"Mei","Hasil pertambangan dan sektor lainnya","Batubara",2266109
2013,"Mei","Hasil pertambangan dan sektor lainnya","Biji tembaga",249948
2013,"Mei","Hasil pertambangan dan sektor lainnya","Biji nikel",104440
2013,"Mei","Hasil pertambangan dan sektor lainnya","Bauksit",109915
2013,"Mei","Hasil pertambangan dan sektor lainnya","Granit",0
2013,"Mei","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",53158
2013,"Mei","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",1314
2013,"Mei","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",78414
2013,"Juni","Hasil pertanian","Biji coklat",40172
2013,"Juni","Hasil pertanian","Udang",120797
2013,"Juni","Hasil pertanian","Biji kopi",93193
2013,"Juni","Hasil pertanian","Ikan dan lain-lain",80106
2013,"Juni","Hasil pertanian","Rempah-rempah",23096
2013,"Juni","Hasil pertanian","Teh",10586
2013,"Juni","Hasil pertanian","Bahan nabati",9893
2013,"Juni","Hasil pertanian","Buah-buahan",14587
2013,"Juni","Hasil pertanian","Tembakau",5739
2013,"Juni","Hasil pertanian","Sayur-sayuran",3819
2013,"Juni","Hasil pertanian","Damar dan getah damar",9913
2013,"Juni","Hasil pertanian","Karet alam",1567
2013,"Juni","Hasil pertanian","Hasil pertanian lainnya",27600
2013,"Juni","Hasil industri","Minyak sawit",1485717
2013,"Juni","Hasil industri","Tekstil dan produk tekstil",1095300
2013,"Juni","Hasil industri","Peralatan listrik, alat ukur dan optik",938172
2013,"Juni","Hasil industri","Produk logam dasar ",724388
2013,"Juni","Hasil industri","Karet olahan ",744333
2013,"Juni","Hasil industri","Kertas dan barang dari kertas",314634
2013,"Juni","Hasil industri","Makanan olahan",477982
2013,"Juni","Hasil industri","Bahan kimia",267069
2013,"Juni","Hasil industri","Produk kayu olahan",291465
2013,"Juni","Hasil industri","Alas kaki",336889
2013,"Juni","Hasil industri","Damar tiruan, bahan plastik",195627
2013,"Juni","Hasil industri","Furnitur",142403
2013,"Juni","Hasil industri","Kapal laut dan sejenisnya",65353
2013,"Juni","Hasil industri","Bahan kertas",148943
2013,"Juni","Hasil industri","Suku cadang kendaraan",142201
2013,"Juni","Hasil industri","Kendaraan bermotor roda 4 dan lebih",160423
2013,"Juni","Hasil industri","Emas batangan",74094
2013,"Juni","Hasil industri","Suku cadang mesin",56379
2013,"Juni","Hasil industri","Asam berlemak",131515
2013,"Juni","Hasil industri","Komputer dan bagiannya",47854
2013,"Juni","Hasil industri","Sabun mandi dan cuci",74067
2013,"Juni","Hasil industri","Minyak atsiri dan lainnya",48307
2013,"Juni","Hasil industri","Gelas dan barang dari gelas",36276
2013,"Juni","Hasil industri","Pupuk",59617
2013,"Juni","Hasil industri","Perlengkapan olahraga",50339
2013,"Juni","Hasil industri","Produk keramik",27674
2013,"Juni","Hasil industri","Makanan ternak",51487
2013,"Juni","Hasil industri","Margarin dan lemak lainnya",47165
2013,"Juni","Hasil industri","Produk farmasi",41614
